model,dataset,target,selector,source_dataset,oracle_value,chosen_value,oracle_config,chosen_config,oracle_acc,chosen_acc,regret,match
fagcn,Photo,full,homophily,Cora,"(3, 64, '0.5')","(3, 16, '0.1')","(3, 64, '0.5')","(3, 16, '0.1')",0.9505333333333333,0.9093666666666667,0.041166666666666685,False
fagcn,Photo,full,slp,Computers,"(3, 64, '0.5')","(4, 64, '0.3')","(3, 64, '0.5')","(4, 64, '0.3')",0.9505333333333333,0.9460000000000001,0.004533333333333278,False
fagcn,Photo,full,homophily+slp,CS,"(3, 64, '0.5')","(3, 64, '0.5')","(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Photo,depth,default,,3,4,"(3, 64, '0.5')","(4, 64, '0.3')",0.9505333333333333,0.9460000000000001,0.004533333333333278,False
fagcn,Photo,depth,homophily,Cora,3,3,"(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Photo,depth,slp,Computers,3,4,"(3, 64, '0.5')","(4, 64, '0.3')",0.9505333333333333,0.9460000000000001,0.004533333333333278,False
fagcn,Photo,depth,homophily+slp,CS,3,3,"(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Photo,hidden,default,,64,64,"(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Photo,hidden,homophily,Cora,64,16,"(3, 64, '0.5')","(2, 16, '0.4')",0.9505333333333333,0.9331333333333333,0.017400000000000082,False
fagcn,Photo,hidden,slp,Computers,64,64,"(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Photo,hidden,homophily+slp,CS,64,64,"(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Photo,eps,default,,0.5,0.5,"(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Photo,eps,homophily,Cora,0.5,0.1,"(3, 64, '0.5')","(3, 32, '0.1')",0.9505333333333333,0.9357000000000001,0.014833333333333254,False
fagcn,Photo,eps,slp,Computers,0.5,0.3,"(3, 64, '0.5')","(4, 64, '0.3')",0.9505333333333333,0.9460000000000001,0.004533333333333278,False
fagcn,Photo,eps,homophily+slp,CS,0.5,0.5,"(3, 64, '0.5')","(3, 64, '0.5')",0.9505333333333333,0.9505333333333333,0.0,True
fagcn,Squirrel,full,default,,"(2, 64, '0.5')","(4, 64, '0.5')","(2, 64, '0.5')","(4, 64, '0.5')",0.3711333333333333,0.33876666666666666,0.032366666666666655,False
fagcn,Squirrel,full,homophily,Wisconsin,"(2, 64, '0.5')","(4, 64, '0.5')","(2, 64, '0.5')","(4, 64, '0.5')",0.3711333333333333,0.33876666666666666,0.032366666666666655,False
fagcn,Squirrel,full,slp,Cornell,"(2, 64, '0.5')","(4, 64, '0.5')","(2, 64, '0.5')","(4, 64, '0.5')",0.3711333333333333,0.33876666666666666,0.032366666666666655,False
fagcn,Squirrel,full,homophily+slp,Cornell,"(2, 64, '0.5')","(4, 64, '0.5')","(2, 64, '0.5')","(4, 64, '0.5')",0.3711333333333333,0.33876666666666666,0.032366666666666655,False
fagcn,Squirrel,depth,default,,2,4,"(2, 64, '0.5')","(4, 32, '0.4')",0.3711333333333333,0.3701666666666667,0.0009666666666666157,False
fagcn,Squirrel,depth,homophily,Wisconsin,2,4,"(2, 64, '0.5')","(4, 32, '0.4')",0.3711333333333333,0.3701666666666667,0.0009666666666666157,False
fagcn,Squirrel,depth,slp,Cornell,2,4,"(2, 64, '0.5')","(4, 32, '0.4')",0.3711333333333333,0.3701666666666667,0.0009666666666666157,False
fagcn,Squirrel,depth,homophily+slp,Cornell,2,4,"(2, 64, '0.5')","(4, 32, '0.4')",0.3711333333333333,0.3701666666666667,0.0009666666666666157,False
fagcn,Squirrel,hidden,default,,64,64,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Squirrel,hidden,homophily,Wisconsin,64,64,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Squirrel,hidden,slp,Cornell,64,64,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Squirrel,hidden,homophily+slp,Cornell,64,64,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Squirrel,eps,default,,0.5,0.5,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Squirrel,eps,homophily,Wisconsin,0.5,0.5,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Squirrel,eps,slp,Cornell,0.5,0.5,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Squirrel,eps,homophily+slp,Cornell,0.5,0.5,"(2, 64, '0.5')","(2, 64, '0.5')",0.3711333333333333,0.3711333333333333,0.0,True
fagcn,Texas,full,default,,"(4, 32, '0.5')","(4, 64, '0.5')","(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,full,homophily,Cornell,"(4, 32, '0.5')","(4, 64, '0.5')","(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,full,slp,Wisconsin,"(4, 32, '0.5')","(4, 64, '0.5')","(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,full,homophily+slp,Wisconsin,"(4, 32, '0.5')","(4, 64, '0.5')","(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,depth,default,,4,4,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Texas,depth,homophily,Cornell,4,4,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Texas,depth,slp,Wisconsin,4,4,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Texas,depth,homophily+slp,Wisconsin,4,4,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Texas,hidden,default,,32,64,"(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,hidden,homophily,Cornell,32,64,"(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,hidden,slp,Wisconsin,32,64,"(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,hidden,homophily+slp,Wisconsin,32,64,"(4, 32, '0.5')","(4, 64, '0.5')",0.7456333333333333,0.7456333333333333,0.0,False
fagcn,Texas,eps,default,,0.5,0.5,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Texas,eps,homophily,Cornell,0.5,0.5,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Texas,eps,slp,Wisconsin,0.5,0.5,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Texas,eps,homophily+slp,Wisconsin,0.5,0.5,"(4, 32, '0.5')","(4, 32, '0.5')",0.7456333333333333,0.7456333333333333,0.0,True
fagcn,Tolokers,full,default,,"(4, 16, '0.2')","(4, 64, '0.5')","(4, 16, '0.2')","(4, 64, '0.5')",0.7895,0.7883666666666667,0.0011333333333333195,False
fagcn,Tolokers,full,homophily,Minesweeper,"(4, 16, '0.2')","(2, 16, '0.3')","(4, 16, '0.2')","(2, 16, '0.3')",0.7895,0.7860999999999999,0.0034000000000000696,False
fagcn,Tolokers,full,slp,Squirrel,"(4, 16, '0.2')","(2, 64, '0.5')","(4, 16, '0.2')","(2, 64, '0.5')",0.7895,0.7856666666666667,0.0038333333333332442,False
fagcn,Tolokers,full,homophily+slp,Minesweeper,"(4, 16, '0.2')","(2, 16, '0.3')","(4, 16, '0.2')","(2, 16, '0.3')",0.7895,0.7860999999999999,0.0034000000000000696,False
fagcn,Tolokers,depth,default,,4,4,"(4, 16, '0.2')","(4, 16, '0.2')",0.7895,0.7895,0.0,True
fagcn,Tolokers,depth,homophily,Minesweeper,4,2,"(4, 16, '0.2')","(2, 64, '0.1')",0.7895,0.7889333333333334,0.0005666666666666043,False
fagcn,Tolokers,depth,slp,Squirrel,4,2,"(4, 16, '0.2')","(2, 64, '0.1')",0.7895,0.7889333333333334,0.0005666666666666043,False
fagcn,Tolokers,depth,homophily+slp,Minesweeper,4,2,"(4, 16, '0.2')","(2, 64, '0.1')",0.7895,0.7889333333333334,0.0005666666666666043,False
fagcn,Tolokers,hidden,default,,16,64,"(4, 16, '0.2')","(2, 64, '0.1')",0.7895,0.7889333333333334,0.0005666666666666043,False
fagcn,Tolokers,hidden,homophily,Minesweeper,16,16,"(4, 16, '0.2')","(4, 16, '0.2')",0.7895,0.7895,0.0,True
fagcn,Tolokers,hidden,slp,Squirrel,16,64,"(4, 16, '0.2')","(2, 64, '0.1')",0.7895,0.7889333333333334,0.0005666666666666043,False
fagcn,Tolokers,hidden,homophily+slp,Minesweeper,16,16,"(4, 16, '0.2')","(4, 16, '0.2')",0.7895,0.7895,0.0,True
fagcn,Tolokers,eps,default,,0.2,0.5,"(4, 16, '0.2')","(4, 16, '0.5')",0.7895,0.7883666666666667,0.0011333333333333195,False
fagcn,Tolokers,eps,homophily,Minesweeper,0.2,0.3,"(4, 16, '0.2')","(4, 16, '0.3')",0.7895,0.7879333333333333,0.0015666666666667162,False
fagcn,Tolokers,eps,slp,Squirrel,0.2,0.5,"(4, 16, '0.2')","(4, 16, '0.5')",0.7895,0.7883666666666667,0.0011333333333333195,False
fagcn,Tolokers,eps,homophily+slp,Minesweeper,0.2,0.3,"(4, 16, '0.2')","(4, 16, '0.3')",0.7895,0.7879333333333333,0.0015666666666667162,False
fagcn,Wisconsin,full,default,,"(4, 64, '0.5')","(3, 64, '0.5')","(4, 64, '0.5')","(3, 64, '0.5')",0.8169666666666666,0.7778,0.03916666666666657,False
fagcn,Wisconsin,full,homophily,Actor,"(4, 64, '0.5')","(3, 32, '0.5')","(4, 64, '0.5')","(3, 32, '0.5')",0.8169666666666666,0.7908333333333334,0.02613333333333323,False
fagcn,Wisconsin,full,slp,Texas,"(4, 64, '0.5')","(4, 32, '0.5')","(4, 64, '0.5')","(4, 32, '0.5')",0.8169666666666666,0.7516333333333334,0.06533333333333324,False
fagcn,Wisconsin,full,homophily+slp,Texas,"(4, 64, '0.5')","(4, 32, '0.5')","(4, 64, '0.5')","(4, 32, '0.5')",0.8169666666666666,0.7516333333333334,0.06533333333333324,False
fagcn,Wisconsin,depth,default,,4,4,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
fagcn,Wisconsin,depth,homophily,Actor,4,3,"(4, 64, '0.5')","(3, 64, '0.4')",0.8169666666666666,0.7973666666666667,0.01959999999999995,False
fagcn,Wisconsin,depth,slp,Texas,4,4,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
fagcn,Wisconsin,depth,homophily+slp,Texas,4,4,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
fagcn,Wisconsin,hidden,default,,64,64,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
fagcn,Wisconsin,hidden,homophily,Actor,64,32,"(4, 64, '0.5')","(3, 32, '0.5')",0.8169666666666666,0.7908333333333334,0.02613333333333323,False
fagcn,Wisconsin,hidden,slp,Texas,64,32,"(4, 64, '0.5')","(3, 32, '0.5')",0.8169666666666666,0.7908333333333334,0.02613333333333323,False
fagcn,Wisconsin,hidden,homophily+slp,Texas,64,32,"(4, 64, '0.5')","(3, 32, '0.5')",0.8169666666666666,0.7908333333333334,0.02613333333333323,False
fagcn,Wisconsin,eps,default,,0.5,0.5,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
fagcn,Wisconsin,eps,homophily,Actor,0.5,0.5,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
fagcn,Wisconsin,eps,slp,Texas,0.5,0.5,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
fagcn,Wisconsin,eps,homophily+slp,Texas,0.5,0.5,"(4, 64, '0.5')","(4, 64, '0.5')",0.8169666666666666,0.8169666666666666,0.0,True
gcn,Actor,full,default,,"(2, 64, 'na')","(3, 32, 'na')","(2, 64, 'na')","(3, 32, 'na')",0.29606666666666664,0.28663333333333335,0.009433333333333294,False
gcn,Actor,full,homophily,Wisconsin,"(2, 64, 'na')","(3, 32, 'na')","(2, 64, 'na')","(3, 32, 'na')",0.29606666666666664,0.28663333333333335,0.009433333333333294,False
gcn,Actor,full,slp,Cornell,"(2, 64, 'na')","(4, 32, 'na')","(2, 64, 'na')","(4, 32, 'na')",0.29606666666666664,0.27499999999999997,0.021066666666666678,False
gcn,Actor,full,homophily+slp,Cornell,"(2, 64, 'na')","(4, 32, 'na')","(2, 64, 'na')","(4, 32, 'na')",0.29606666666666664,0.27499999999999997,0.021066666666666678,False
gcn,Actor,depth,default,,2,3,"(2, 64, 'na')","(3, 64, 'na')",0.29606666666666664,0.2897,0.006366666666666632,False
gcn,Actor,depth,homophily,Wisconsin,2,3,"(2, 64, 'na')","(3, 64, 'na')",0.29606666666666664,0.2897,0.006366666666666632,False
gcn,Actor,depth,slp,Cornell,2,4,"(2, 64, 'na')","(4, 64, 'na')",0.29606666666666664,0.27586666666666665,0.020199999999999996,False
gcn,Actor,depth,homophily+slp,Cornell,2,4,"(2, 64, 'na')","(4, 64, 'na')",0.29606666666666664,0.27586666666666665,0.020199999999999996,False
gcn,Actor,hidden,default,,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.29606666666666664,0.29606666666666664,0.0,True
gcn,Actor,hidden,homophily,Wisconsin,64,32,"(2, 64, 'na')","(3, 32, 'na')",0.29606666666666664,0.28663333333333335,0.009433333333333294,False
gcn,Actor,hidden,slp,Cornell,64,32,"(2, 64, 'na')","(3, 32, 'na')",0.29606666666666664,0.28663333333333335,0.009433333333333294,False
gcn,Actor,hidden,homophily+slp,Cornell,64,32,"(2, 64, 'na')","(3, 32, 'na')",0.29606666666666664,0.28663333333333335,0.009433333333333294,False
gcn,CS,full,default,,"(2, 64, 'na')","(3, 32, 'na')","(2, 64, 'na')","(3, 32, 'na')",0.9372333333333334,0.9288333333333334,0.008399999999999963,False
gcn,CS,full,homophily,Cora,"(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')",0.9372333333333334,0.9372333333333334,0.0,True
gcn,CS,full,slp,Photo,"(2, 64, 'na')","(2, 32, 'na')","(2, 64, 'na')","(2, 32, 'na')",0.9372333333333334,0.9370333333333334,0.00019999999999997797,False
gcn,CS,full,homophily+slp,Photo,"(2, 64, 'na')","(2, 32, 'na')","(2, 64, 'na')","(2, 32, 'na')",0.9372333333333334,0.9370333333333334,0.00019999999999997797,False
gcn,CS,depth,default,,2,3,"(2, 64, 'na')","(3, 64, 'na')",0.9372333333333334,0.9306666666666666,0.006566666666666721,False
gcn,CS,depth,homophily,Cora,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.9372333333333334,0.9372333333333334,0.0,True
gcn,CS,depth,slp,Photo,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.9372333333333334,0.9372333333333334,0.0,True
gcn,CS,depth,homophily+slp,Photo,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.9372333333333334,0.9372333333333334,0.0,True
gcn,CS,hidden,default,,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.9372333333333334,0.9372333333333334,0.0,True
gcn,CS,hidden,homophily,Cora,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.9372333333333334,0.9372333333333334,0.0,True
gcn,CS,hidden,slp,Photo,64,32,"(2, 64, 'na')","(2, 32, 'na')",0.9372333333333334,0.9370333333333334,0.00019999999999997797,False
gcn,CS,hidden,homophily+slp,Photo,64,32,"(2, 64, 'na')","(2, 32, 'na')",0.9372333333333334,0.9370333333333334,0.00019999999999997797,False
gcn,Chameleon,full,default,,"(2, 16, 'na')","(3, 32, 'na')","(2, 16, 'na')","(3, 32, 'na')",0.3918333333333333,0.3889,0.002933333333333288,False
gcn,Chameleon,full,homophily,Squirrel,"(2, 16, 'na')","(3, 32, 'na')","(2, 16, 'na')","(3, 32, 'na')",0.3918333333333333,0.3889,0.002933333333333288,False
gcn,Chameleon,full,slp,Cornell,"(2, 16, 'na')","(4, 32, 'na')","(2, 16, 'na')","(4, 32, 'na')",0.3918333333333333,0.36403333333333326,0.027800000000000047,False
gcn,Chameleon,full,homophily+slp,Cornell,"(2, 16, 'na')","(4, 32, 'na')","(2, 16, 'na')","(4, 32, 'na')",0.3918333333333333,0.36403333333333326,0.027800000000000047,False
gcn,Chameleon,depth,default,,2,3,"(2, 16, 'na')","(3, 64, 'na')",0.3918333333333333,0.39033333333333337,0.0014999999999999458,False
gcn,Chameleon,depth,homophily,Squirrel,2,3,"(2, 16, 'na')","(3, 64, 'na')",0.3918333333333333,0.39033333333333337,0.0014999999999999458,False
gcn,Chameleon,depth,slp,Cornell,2,4,"(2, 16, 'na')","(4, 64, 'na')",0.3918333333333333,0.3713333333333333,0.020500000000000018,False
gcn,Chameleon,depth,homophily+slp,Cornell,2,4,"(2, 16, 'na')","(4, 64, 'na')",0.3918333333333333,0.3713333333333333,0.020500000000000018,False
gcn,Chameleon,hidden,default,,16,64,"(2, 16, 'na')","(3, 64, 'na')",0.3918333333333333,0.39033333333333337,0.0014999999999999458,False
gcn,Chameleon,hidden,homophily,Squirrel,16,32,"(2, 16, 'na')","(3, 32, 'na')",0.3918333333333333,0.3889,0.002933333333333288,False
gcn,Chameleon,hidden,slp,Cornell,16,32,"(2, 16, 'na')","(3, 32, 'na')",0.3918333333333333,0.3889,0.002933333333333288,False
gcn,Chameleon,hidden,homophily+slp,Cornell,16,32,"(2, 16, 'na')","(3, 32, 'na')",0.3918333333333333,0.3889,0.002933333333333288,False
gcn,CiteSeer,full,default,,"(2, 64, 'na')","(3, 32, 'na')","(2, 64, 'na')","(3, 32, 'na')",0.7688,0.7568,0.01200000000000001,False
gcn,CiteSeer,full,homophily,Computers,"(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,full,slp,Cora,"(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,full,homophily+slp,Cora,"(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,depth,default,,2,3,"(2, 64, 'na')","(3, 64, 'na')",0.7688,0.7572666666666666,0.011533333333333395,False
gcn,CiteSeer,depth,homophily,Computers,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,depth,slp,Cora,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,depth,homophily+slp,Cora,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,hidden,default,,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,hidden,homophily,Computers,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,hidden,slp,Cora,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,CiteSeer,hidden,homophily+slp,Cora,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.7688,0.7688,0.0,True
gcn,Computers,full,default,,"(2, 64, 'na')","(3, 32, 'na')","(2, 64, 'na')","(3, 32, 'na')",0.8964,0.8782333333333333,0.018166666666666664,False
gcn,Computers,full,homophily,CS,"(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')","(2, 64, 'na')",0.8964,0.8964,0.0,True
gcn,Computers,full,slp,Photo,"(2, 64, 'na')","(2, 32, 'na')","(2, 64, 'na')","(2, 32, 'na')",0.8964,0.8221333333333334,0.07426666666666659,False
gcn,Computers,full,homophily+slp,Photo,"(2, 64, 'na')","(2, 32, 'na')","(2, 64, 'na')","(2, 32, 'na')",0.8964,0.8221333333333334,0.07426666666666659,False
gcn,Computers,depth,default,,2,3,"(2, 64, 'na')","(3, 64, 'na')",0.8964,0.8841333333333333,0.012266666666666648,False
gcn,Computers,depth,homophily,CS,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.8964,0.8964,0.0,True
gcn,Computers,depth,slp,Photo,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.8964,0.8964,0.0,True
gcn,Computers,depth,homophily+slp,Photo,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.8964,0.8964,0.0,True
